8772.27734375	281547.1875	290319.59375	2334.163818359375	58137.39453125	60471.57421875	0.3033477240031033
7057.22607421875	143477.75	150535.078125	2295.255859375	41273.1171875	43568.37890625	0.3672491152130049
6395.0732421875	108865.0625	115260.2734375	2387.4140625	33920.50390625	36307.91796875	0.44019340433089243
5776.68798828125	93779.0703125	99555.796875	2383.75244140625	31451.048828125	33834.8125	0.4445750829970689
5231.4287109375	84323.7578125	89555.1875	2305.19287109375	30673.876953125	32979.07421875	0.46956248941165
4764.453125	77042.359375	81806.7421875	2428.25732421875	29462.310546875	31890.5546875	0.4829464196948161
4380.71484375	71476.328125	75857.046875	2571.267333984375	29617.333984375	32188.615234375	0.48872463592385623
4021.801025390625	65699.703125	69721.53125	2678.724609375	30227.701171875	32906.43359375	0.4792198024779957
3742.2109375	61293.01171875	65035.2578125	2569.4296875	29907.0859375	32476.505859375	0.4813368894471067
3465.829345703125	56884.07421875	60349.88671875	2805.163330078125	30816.0859375	33621.25390625	0.4920901037627881
3151.059814453125	52946.79296875	56097.8359375	2903.049072265625	31397.4609375	34300.51171875	0.4749839043723882
3086.731201171875	49898.3828125	52985.1484375	3028.393798828125	32036.259765625	35064.65625	0.4961337066940586
2852.517333984375	47079.5625	49932.08203125	3214.237060546875	32905.44921875	36119.6953125	0.48546976623974464
2769.69384765625	44430.9609375	47200.65234375	2978.75048828125	33283.4765625	36262.23046875	0.4917814102930038
2550.68798828125	41622.1875	44172.890625	3382.2509765625	33751.8515625	37134.109375	0.49683552765735545
2403.353271484375	39667.4375	42070.80859375	3694.4833984375	34565.80078125	38260.29296875	0.49309702365925984
2328.02001953125	38035.98828125	40364.0234375	3686.871826171875	35353.91796875	39040.78515625	0.482676280715576
2142.727294921875	35461.43359375	37604.1796875	3764.6337890625	35980.50390625	39745.13671875	0.48228244347432797
2039.1358642578125	34064.1953125	36103.296875	3953.588134765625	37246.49609375	41200.10546875	0.48474088297740753
1910.9903564453125	32456.939453125	34367.90625	4197.27392578125	38332.83203125	42530.10546875	0.4941326985145799
1824.26171875	30622.501953125	32446.783203125	4200.4765625	39101.21875	43301.6953125	0.4821589127667041
1795.3992919921875	29489.44140625	31284.828125	4075.819580078125	39191.94921875	43267.7890625	0.47391332435041555
1614.223876953125	28030.515625	29644.736328125	4196.51513671875	40877.63671875	45074.1640625	0.48569189254702455
1536.8697509765625	26772.44921875	28309.3125	4716.0986328125	39903.234375	44619.31640625	0.48928158403817495
1467.7620849609375	24913.87890625	26381.62890625	4588.5205078125	41396.08984375	45984.61328125	0.480413352576685
1389.470458984375	23966.736328125	25356.193359375	5068.9150390625	43066.36328125	48135.31640625	0.486147964699107
